x-axis,1,2,3,4,MATH1,MATH2
second,Volt,Volt,Volt,Volt,Volt,Volt
-25.00000E-09,+25.73222210049E-03,-8.78660738817E-03,+17.05020596273E-03,-8.68201238336E-03,+16.89453125000E-03,+8.30078125000E-03
-24.92188E-09,+27.51046483172E-03,-8.99581241538E-03,+15.48116825870E-03,-7.00837216573E-03,+18.45703125000E-03,+8.39843750000E-03
-24.84375E-09,+28.55648996774E-03,-8.89120990178E-03,+13.28451547306E-03,-5.33473194810E-03,+19.62890625000E-03,+7.91015625000E-03
-24.76563E-09,+28.76569499495E-03,-8.68200487457E-03,+10.77405514661E-03,-3.66109173046E-03,+20.01953125000E-03,+7.03125000000E-03
-24.68750E-09,+28.13807991333E-03,-8.26359482016E-03,+7.84518476576E-03,-1.88284899923E-03,+19.82421875000E-03,+5.95703125000E-03
-24.60938E-09,+26.88284975011E-03,-7.74058225215E-03,+4.81171187130E-03,-3.75439E-09,+19.14062500000E-03,+4.78515625000E-03
-24.53125E-09,+24.89540199167E-03,-7.11296717054E-03,+1.67363646324E-03,+1.67363646324E-03,+17.77343750000E-03,+3.32031250000E-03
-24.45313E-09,+22.38494166522E-03,-6.48535208893E-03,-1.25523391762E-03,+3.24267416727E-03,+15.82031250000E-03,+1.95312500000E-03
-24.37500E-09,+19.03766122996E-03,-5.75313449372E-03,-4.07950178487E-03,+4.70710935770E-03,+13.28125000000E-03,+585.93750000E-06
-24.29688E-09,+15.48117576749E-03,-4.91631438490E-03,-6.48535959772E-03,+6.06694203452E-03,+10.54687500000E-03,-488.28125000E-06
-24.21875E-09,+11.29707522341E-03,-3.97489176248E-03,-8.57740986976E-03,+7.32217219775E-03,+7.22656250000E-03,-1.26953125000E-03
-24.14063E-09,+6.90376965213E-03,-2.92886662646E-03,-10.46025511459E-03,+8.47279984737E-03,+3.90625000000E-03,-2.05078125000E-03
-24.06250E-09,+2.19665654004E-03,-1.77823897684E-03,-12.02929281862E-03,+9.30961995618E-03,+390.62500000E-06,-2.73437500000E-03
-23.98438E-09,-2.51045657205E-03,-627.61132722E-06,-13.17992046825E-03,+10.04183755140E-03,-3.22265625000E-03,-3.22265625000E-03
-23.90625E-09,-7.11296717054E-03,+418.41380880E-06,-14.01674057706E-03,+10.25104257860E-03,-6.73828125000E-03,-3.80859375000E-03
-23.82813E-09,-11.92468279623E-03,+1.46443894482E-03,-14.53975314507E-03,+10.14644006500E-03,-10.54687500000E-03,-4.39453125000E-03
-23.75000E-09,-16.21338585392E-03,+2.51046408084E-03,-14.95816319948E-03,+9.51882498339E-03,-13.76953125000E-03,-5.46875000000E-03
-23.67188E-09,-20.39748639800E-03,+3.55648921686E-03,-14.95816319948E-03,+8.68200487457E-03,-16.89453125000E-03,-6.34765625000E-03
-23.59375E-09,-23.74476683326E-03,+4.39330932568E-03,-14.64435565867E-03,+7.63597973855E-03,-19.43359375000E-03,-7.03125000000E-03
-23.51563E-09,-26.67363721412E-03,+5.12552692089E-03,-14.12134309066E-03,+6.48535208893E-03,-21.58203125000E-03,-7.71484375000E-03
-23.43750E-09,-29.18409754056E-03,+5.43933446170E-03,-13.17992046825E-03,+5.02091689850E-03,-23.82812500000E-03,-8.20312500000E-03
-23.35938E-09,-31.17154529900E-03,+5.64853948890E-03,-11.71548527782E-03,+3.24267416727E-03,-25.58593750000E-03,-8.49609375000E-03
-23.28125E-09,-32.42677546223E-03,+5.54393697530E-03,-9.93724254658E-03,+1.46443143603E-03,-26.95312500000E-03,-8.49609375000E-03
-23.20313E-09,-33.05439054384E-03,+5.43933446170E-03,-7.63598724734E-03,-418.41380880E-06,-27.63671875000E-03,-8.10546875000E-03
-23.12500E-09,-32.84518551664E-03,+5.12552692089E-03,-5.02092440729E-03,-2.19665654004E-03,-27.73437500000E-03,-7.22656250000E-03
-23.04688E-09,-31.90376289422E-03,+4.70711686648E-03,-2.19665654004E-03,-3.76569424407E-03,-27.24609375000E-03,-6.05468750000E-03
-22.96875E-09,-30.33472519019E-03,+4.28870681208E-03,+732.21384082E-06,-5.23012943449E-03,-26.07421875000E-03,-4.58984375000E-03
-22.89063E-09,-27.92886737734E-03,+3.66109173046E-03,+3.45187919447E-03,-6.79916713852E-03,-24.31640625000E-03,-3.41796875000E-03
-22.81250E-09,-24.99999699649E-03,+2.92887413525E-03,+6.38074957533E-03,-8.47280735616E-03,-22.16796875000E-03,-2.14843750000E-03
-22.73438E-09,-21.33890902042E-03,+2.19665654004E-03,+9.20501744258E-03,-9.93724254658E-03,-19.23828125000E-03,-781.25000000E-06
-22.65625E-09,-17.15480847634E-03,+1.25523391762E-03,+11.71547776903E-03,-11.40167773701E-03,-15.91796875000E-03,+292.96875000E-06
-22.57813E-09,-12.44769536425E-03,+313.81129520E-06,+14.01673306827E-03,-12.44770287303E-03,-12.20703125000E-03,+1.56250000000E-03
-22.50000E-09,-7.42677471135E-03,-523.00881362E-06,+15.79497579951E-03,-13.38912549545E-03,-8.00781250000E-03,+2.34375000000E-03
-22.42188E-09,-2.51045657206E-03,-1.67363646324E-03,+17.25941098994E-03,-13.91213806346E-03,-4.19921875000E-03,+3.32031250000E-03
-22.34375E-09,+2.09205402643E-03,-2.71966159926E-03,+18.41003863956E-03,-14.12134309066E-03,-683.59375000E-06,+4.19921875000E-03
-22.26563E-09,+6.69456462492E-03,-4.07949427608E-03,+19.24685874837E-03,-14.12134309066E-03,+2.53906250000E-03,+5.07812500000E-03
-22.18750E-09,+10.87866516900E-03,-5.33472443931E-03,+19.76987131638E-03,-13.70293303626E-03,+5.46875000000E-03,+6.05468750000E-03
-22.10938E-09,+14.64435565867E-03,-6.48535208893E-03,+19.87447382999E-03,-13.07531795464E-03,+8.10546875000E-03,+6.73828125000E-03
-22.03125E-09,+18.20084112114E-03,-7.42677471135E-03,+19.76987131638E-03,-12.23849784583E-03,+10.74218750000E-03,+7.51953125000E-03
-21.95313E-09,+21.44351904280E-03,-8.15899230656E-03,+19.03765372117E-03,-10.98326768260E-03,+13.28125000000E-03,+8.00781250000E-03
-21.87500E-09,+24.26778691006E-03,-8.57740236097E-03,+17.88702607155E-03,-9.62343500578E-03,+15.62500000000E-03,+8.20312500000E-03
-21.79688E-09,+26.35983718210E-03,-8.78660738817E-03,+16.42259088112E-03,-8.05439730175E-03,+17.48046875000E-03,+8.30078125000E-03
-21.71875E-09,+27.92887488613E-03,-8.89120990178E-03,+14.64434814989E-03,-6.38075708412E-03,+18.94531250000E-03,+8.20312500000E-03
