x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-3.43750E-09,-468.66951091207E-03,-479.28870306342E-03,-420.34300346850E-03,-490.80314580344E-03
-3.40625E-09,-401.72390593208E-03,-408.15899777218E-03,-351.30534833289E-03,-428.04164113469E-03
-3.37500E-09,-336.87035110772E-03,-343.30544294782E-03,-286.45179350853E-03,-365.28013646595E-03
-3.34375E-09,-276.20089659461E-03,-280.54393827908E-03,-223.69028883979E-03,-304.61068195284E-03
-3.31250E-09,-221.80759254837E-03,-221.96653392159E-03,-167.20493463793E-03,-250.21737790660E-03
-3.28125E-09,-169.50633865775E-03,-167.57322987535E-03,-110.71958043606E-03,-195.82407386036E-03
-3.25000E-09,-119.29713492276E-03,-111.08787567348E-03,-54.23422623419E-03,-143.52281996974E-03
-3.21875E-09,-69.08793118776E-03,-54.60252147161E-03,+4.34317812330E-03,-89.12951592349E-03
-3.18750E-09,-16.78667729714E-03,+3.97488288588E-03,+60.82853232517E-03,-34.73621187725E-03
-3.15625E-09,+35.51457659348E-03,+60.46023708775E-03,+117.31388652703E-03,+17.56504201336E-03
-3.12500E-09,+87.81583048409E-03,+114.85354113399E-03,+169.61514041765E-03,+67.77424574835E-03
-3.09375E-09,+135.93298406346E-03,+165.06274486898E-03,+221.91639430827E-03,+115.89139932772E-03
-3.06250E-09,+184.05013764283E-03,+213.17989844835E-03,+270.03354788763E-03,+161.91650275147E-03
-3.03125E-09,+230.07524106657E-03,+261.29705202771E-03,+316.05865131138E-03,+207.94160617521E-03
-3.00000E-09,+274.00829433469E-03,+309.41420560708E-03,+364.17580489075E-03,+253.96670959895E-03
-2.96875E-09,+320.03339775843E-03,+357.53135918645E-03,+410.20090831449E-03,+299.99181302269E-03
-2.93750E-09,+361.87440087092E-03,+403.55646261019E-03,+454.13396158260E-03,+341.83281613519E-03
-2.90625E-09,+403.71540398341E-03,+449.58156603393E-03,+495.97496469509E-03,+383.67381924768E-03
-2.87500E-09,+439.28025662903E-03,+489.33051899079E-03,+531.53981734071E-03,+421.33072204892E-03
-2.84375E-09,+472.75305911902E-03,+522.80332148078E-03,+565.01261983070E-03,+454.80352453891E-03
-2.81250E-09,+499.94971114214E-03,+552.09202365953E-03,+594.30132200944E-03,+486.18427687327E-03
-2.78125E-09,+525.05431300963E-03,+577.19662552702E-03,+619.40592387694E-03,+511.28887874077E-03
-2.75000E-09,+548.06686472150E-03,+598.11712708327E-03,+642.41847558881E-03,+536.39348060827E-03
-2.71875E-09,+566.89531612212E-03,+619.03762863951E-03,+663.33897714505E-03,+559.40603232013E-03
-2.68750E-09,+585.72376752274E-03,+635.77402988451E-03,+682.16742854567E-03,+578.23448372076E-03
-2.65625E-09,+602.46016876774E-03,+652.51043112950E-03,+698.90382979067E-03,+599.15498527700E-03
-2.62500E-09,+619.19657001273E-03,+669.24683237450E-03,+713.54818088004E-03,+615.89138652200E-03
-2.59375E-09,+633.84092110211E-03,+683.89118346387E-03,+730.28458212504E-03,+632.62778776699E-03
-2.56250E-09,+648.48527219148E-03,+696.44348439762E-03,+742.83688305879E-03,+645.18008870074E-03
-2.53125E-09,+658.94552296960E-03,+706.90373517574E-03,+755.38918399253E-03,+657.73238963448E-03
-2.50000E-09,+669.40577374772E-03,+717.36398595386E-03,+765.84943477065E-03,+666.10059025698E-03
-2.46875E-09,+677.77397437022E-03,+723.64013642073E-03,+774.21763539315E-03,+674.46879087948E-03
-2.43750E-09,+684.05012483709E-03,+729.91628688760E-03,+778.40173570439E-03,+680.74494134635E-03
-2.40625E-09,+688.23422514834E-03,+732.00833704323E-03,+780.49378586002E-03,+684.92904165760E-03
-2.37500E-09,+690.32627530396E-03,+734.10038719885E-03,+780.49378586002E-03,+687.02109181322E-03
-2.34375E-09,+690.32627530396E-03,+734.10038719885E-03,+780.49378586001E-03,+687.02109181322E-03
-2.31250E-09,+688.23422514833E-03,+729.91628688760E-03,+776.30968554876E-03,+684.92904165759E-03
-2.28125E-09,+684.05012483708E-03,+725.73218657635E-03,+772.12558523751E-03,+678.65289119072E-03
-2.25000E-09,+677.77397437020E-03,+719.45603610947E-03,+765.84943477063E-03,+672.37674072384E-03
-2.21875E-09,+669.40577374770E-03,+711.08783548697E-03,+755.38918399251E-03,+664.00854010134E-03
-2.18750E-09,+656.85347281395E-03,+698.53553455321E-03,+744.92893321438E-03,+651.45623916758E-03
-2.15625E-09,+642.20912172457E-03,+683.89118346384E-03,+728.19253196938E-03,+634.71983792258E-03
-2.12500E-09,+623.38067032395E-03,+667.15478221883E-03,+709.36408056875E-03,+615.89138652196E-03
-2.09375E-09,+602.46016876769E-03,+644.14223050696E-03,+686.35152885688E-03,+592.87883481008E-03
-2.06250E-09,+577.35556690019E-03,+619.03762863946E-03,+661.24692698937E-03,+563.59013263133E-03
-2.03125E-09,+548.06686472145E-03,+589.74892646071E-03,+629.86617465500E-03,+532.20938029695E-03
-2.00000E-09,+516.68611238707E-03,+556.27612397071E-03,+596.39337216500E-03,+496.64452765133E-03
-1.96875E-09,+481.12125974144E-03,+518.61922116946E-03,+556.64441920813E-03,+458.98762485008E-03
-1.93750E-09,+441.37230678457E-03,+478.87026821259E-03,+514.80341609563E-03,+417.14662173758E-03
-1.90625E-09,+399.53130367208E-03,+434.93721494446E-03,+470.87036282751E-03,+373.21356846946E-03
-1.87500E-09,+355.59825040395E-03,+386.82006136509E-03,+424.84525940376E-03,+327.18846504572E-03
-1.84375E-09,+309.57314698021E-03,+338.70290778572E-03,+376.72810582439E-03,+279.07131146635E-03
