x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-3.78125E-09,-464.48541060088E-03,-475.10460275224E-03,-424.52710377982E-03,-492.89519595912E-03
-3.75000E-09,-449.84105951151E-03,-460.46025166286E-03,-409.88275269044E-03,-480.34289502537E-03
-3.71875E-09,-435.19670842213E-03,-443.72385041786E-03,-393.14635144544E-03,-465.69854393599E-03
-3.68750E-09,-416.36825702151E-03,-426.98744917286E-03,-374.31790004482E-03,-448.96214269099E-03
-3.65625E-09,-397.53980562088E-03,-408.15899777224E-03,-355.48944864420E-03,-430.13369129037E-03
-3.62500E-09,-376.61930406464E-03,-387.23849621599E-03,-334.56894708795E-03,-411.30523988975E-03
-3.59375E-09,-355.69880250839E-03,-366.31799465974E-03,-313.64844553170E-03,-390.38473833350E-03
-3.56250E-09,-332.68625079651E-03,-343.30544294786E-03,-290.63589381982E-03,-367.37218662162E-03
-3.53125E-09,-309.67369908464E-03,-318.20084108036E-03,-263.43924179670E-03,-344.35963490975E-03
-3.50000E-09,-284.56909721714E-03,-291.00418905724E-03,-238.33463992920E-03,-319.25503304225E-03
-3.46875E-09,-259.46449534965E-03,-261.71548687850E-03,-209.04593775046E-03,-292.05838101913E-03
-3.43750E-09,-234.35989348215E-03,-234.51883485537E-03,-181.84928572733E-03,-264.86172899600E-03
-3.40625E-09,-207.16324145902E-03,-205.23013267662E-03,-152.56058354859E-03,-235.57302681726E-03
-3.37500E-09,-179.96658943590E-03,-173.84938034226E-03,-123.27188136984E-03,-206.28432463851E-03
-3.34375E-09,-150.67788725716E-03,-144.56067816350E-03,-91.89112903547E-03,-174.90357230414E-03
-3.31250E-09,-123.48123523403E-03,-111.08787567351E-03,-60.51037670109E-03,-145.61487012539E-03
-3.28125E-09,-94.19253305529E-03,-79.70712333914E-03,-29.12962436672E-03,-116.32616794665E-03
-3.25000E-09,-66.99588103216E-03,-48.32637100477E-03,+4.34317812328E-03,-87.03746576790E-03
-3.21875E-09,-37.70717885341E-03,-14.85356851477E-03,+37.81598061327E-03,-55.65671343353E-03
-3.18750E-09,-6.32642651905E-03,+16.52718381960E-03,+69.19673294764E-03,-26.36801125478E-03
-3.15625E-09,+22.96227565970E-03,+47.90793615397E-03,+100.57748528201E-03,+5.01274107959E-03
-3.12500E-09,+54.34302799407E-03,+79.28868848834E-03,+131.95823761638E-03,+34.30144325834E-03
-3.09375E-09,+83.63173017282E-03,+110.66944082271E-03,+163.33898995075E-03,+65.68219559270E-03
-3.06250E-09,+112.92043235157E-03,+139.95814300146E-03,+194.71974228512E-03,+92.87884761583E-03
-3.03125E-09,+142.20913453031E-03,+171.33889533583E-03,+224.00844446387E-03,+122.16754979457E-03
-3.00000E-09,+169.40578655343E-03,+200.62759751457E-03,+253.29714664261E-03,+149.36420181769E-03
-2.96875E-09,+196.60243857655E-03,+229.91629969332E-03,+280.49379866573E-03,+174.46880368519E-03
-2.93750E-09,+221.70704044405E-03,+257.11295171644E-03,+307.69045068886E-03,+201.66545570831E-03
-2.90625E-09,+248.90369246716E-03,+282.21755358393E-03,+334.88710271197E-03,+226.77005757580E-03
-2.87500E-09,+271.91624417904E-03,+307.32215545143E-03,+357.89965442384E-03,+249.78260928768E-03
-2.84375E-09,+294.92879589091E-03,+332.42675731893E-03,+380.91220613571E-03,+272.79516099955E-03
-2.81250E-09,+315.84929744715E-03,+355.43930903080E-03,+401.83270769196E-03,+293.71566255579E-03
-2.78125E-09,+336.76979900340E-03,+376.35981058704E-03,+420.66115909258E-03,+314.63616411204E-03
-2.75000E-09,+355.59825040402E-03,+397.28031214329E-03,+439.48961049320E-03,+333.46461551266E-03
-2.71875E-09,+372.33465164902E-03,+414.01671338828E-03,+456.22601173820E-03,+350.20101675766E-03
-2.68750E-09,+386.97900273839E-03,+430.75311463328E-03,+470.87036282757E-03,+366.93741800265E-03
-2.65625E-09,+401.62335382776E-03,+443.30541556703E-03,+485.51471391694E-03,+379.48971893640E-03
-2.62500E-09,+414.17565476150E-03,+455.85771650077E-03,+498.06701485069E-03,+392.04201987014E-03
-2.59375E-09,+422.54385538400E-03,+466.31796727889E-03,+508.52726562881E-03,+402.50227064827E-03
-2.56250E-09,+430.91205600650E-03,+474.68616790139E-03,+516.89546625131E-03,+410.87047127076E-03
-2.53125E-09,+437.18820647337E-03,+483.05436852389E-03,+525.26366687380E-03,+419.23867189326E-03
-2.50000E-09,+443.46435694024E-03,+489.33051899076E-03,+529.44776718505E-03,+423.42277220451E-03
-2.46875E-09,+445.55640709587E-03,+491.42256914638E-03,+533.63186749630E-03,+427.60687251576E-03
-2.43750E-09,+447.64845725149E-03,+493.51461930200E-03,+533.63186749630E-03,+429.69892267138E-03
-2.40625E-09,+447.64845725149E-03,+491.42256914638E-03,+531.53981734067E-03,+429.69892267137E-03
-2.37500E-09,+445.55640709586E-03,+489.33051899075E-03,+529.44776718504E-03,+425.51482236012E-03
-2.34375E-09,+441.37230678461E-03,+485.14641867950E-03,+525.26366687379E-03,+421.33072204887E-03
-2.31250E-09,+437.18820647336E-03,+478.87026821263E-03,+518.98751640692E-03,+417.14662173762E-03
-2.28125E-09,+430.91205600648E-03,+472.59411774575E-03,+510.61931578441E-03,+408.77842111512E-03
-2.25000E-09,+422.54385538398E-03,+462.13386696762E-03,+500.15906500629E-03,+400.41022049262E-03
-2.21875E-09,+412.08360460586E-03,+451.67361618949E-03,+489.69881422816E-03,+387.85791955887E-03
-2.18750E-09,+399.53130367211E-03,+437.02926510012E-03,+475.05446313879E-03,+375.30561862512E-03
-2.15625E-09,+384.88695258273E-03,+422.38491401074E-03,+460.41011204941E-03,+360.66126753574E-03
-2.12500E-09,+368.15055133773E-03,+403.55646261012E-03,+441.58166064879E-03,+343.92486629074E-03
-2.09375E-09,+349.32209993711E-03,+384.72801120950E-03,+424.84525940379E-03,+325.09641489012E-03
-2.06250E-09,+330.49364853648E-03,+363.80750965325E-03,+403.92475784754E-03,+304.17591333387E-03
-2.03125E-09,+309.57314698024E-03,+342.88700809700E-03,+385.09630644692E-03,+283.25541177762E-03
-2.00000E-09,+288.65264542398E-03,+319.87445638513E-03,+362.08375473504E-03,+262.33491022137E-03
-1.96875E-09,+263.54804355649E-03,+294.76985451763E-03,+339.07120302317E-03,+239.32235850950E-03
-1.93750E-09,+240.53549184461E-03,+267.57320249450E-03,+313.96660115567E-03,+214.21775664200E-03
-1.90625E-09,+215.43088997712E-03,+240.37655047138E-03,+286.76994913255E-03,+189.11315477451E-03
-1.87500E-09,+188.23423795399E-03,+211.08784829263E-03,+259.57329710943E-03,+164.00855290701E-03
