x-axis,3
second,Volt
-5.000000000000e-009,-1.16736e-002
-4.984375000000e-009,-1.15900e-002
-4.968750000000e-009,-1.15063e-002
-4.953125000000e-009,-1.13808e-002
-4.937500000000e-009,-1.12552e-002
-4.921875000000e-009,-1.11297e-002
-4.906250000000e-009,-1.09623e-002
-4.890625000000e-009,-1.07950e-002
-4.875000000000e-009,-1.05858e-002
-4.859375000000e-009,-1.03766e-002
-4.843750000000e-009,-1.01674e-002
-4.828125000000e-009,-9.91632e-003
-4.812500000000e-009,-9.66527e-003
-4.796875000000e-009,-9.41423e-003
-4.781250000000e-009,-9.16318e-003
-4.765625000000e-009,-8.87029e-003
-4.750000000000e-009,-8.57741e-003
-4.734375000000e-009,-8.24268e-003
-4.718750000000e-009,-7.94979e-003
-4.703125000000e-009,-7.61506e-003
-4.687500000000e-009,-7.28033e-003
-4.671875000000e-009,-6.94561e-003
-4.656250000000e-009,-6.61088e-003
-4.640625000000e-009,-6.23431e-003
-4.625000000000e-009,-5.89958e-003
-4.609375000000e-009,-5.52301e-003
-4.593750000000e-009,-5.14644e-003
-4.578125000000e-009,-4.76987e-003
-4.562500000000e-009,-4.43515e-003
-4.546875000000e-009,-4.05858e-003
-4.531250000000e-009,-3.68201e-003
-4.515625000000e-009,-3.34728e-003
-4.500000000000e-009,-3.01255e-003
-4.484375000000e-009,-2.63598e-003
-4.468750000000e-009,-2.30126e-003
-4.453125000000e-009,-1.96653e-003
-4.437500000000e-009,-1.58996e-003
-4.421875000000e-009,-1.25523e-003
-4.406250000000e-009,-9.20502e-004
-4.390625000000e-009,-5.85774e-004
-4.375000000000e-009,-2.51046e-004
-4.359375000000e-009, 1.25523e-004
-4.343750000000e-009, 4.60251e-004
-4.328125000000e-009, 8.36820e-004
-4.312500000000e-009, 1.17155e-003
-4.296875000000e-009, 1.54812e-003
-4.281250000000e-009, 1.88285e-003
-4.265625000000e-009, 2.25941e-003
-4.250000000000e-009, 2.63598e-003
-4.234375000000e-009, 2.97071e-003
-4.218750000000e-009, 3.34728e-003
-4.203125000000e-009, 3.72385e-003
-4.187500000000e-009, 4.05858e-003
-4.171875000000e-009, 4.43515e-003
-4.156250000000e-009, 4.76987e-003
-4.140625000000e-009, 5.14644e-003
-4.125000000000e-009, 5.43933e-003
-4.109375000000e-009, 5.81590e-003
-4.093750000000e-009, 6.10879e-003
-4.078125000000e-009, 6.44351e-003
-4.062500000000e-009, 6.73640e-003
-4.046875000000e-009, 7.02929e-003
-4.031250000000e-009, 7.32218e-003
-4.015625000000e-009, 7.61506e-003
-4.000000000000e-009, 7.90795e-003
-3.984375000000e-009, 8.15900e-003
-3.968750000000e-009, 8.41004e-003
-3.953125000000e-009, 8.70293e-003
-3.937500000000e-009, 8.91213e-003
-3.921875000000e-009, 9.16318e-003
-3.906250000000e-009, 9.37239e-003
-3.890625000000e-009, 9.62343e-003
-3.875000000000e-009, 9.83264e-003
-3.859375000000e-009, 1.00418e-002
-3.843750000000e-009, 1.02092e-002
-3.828125000000e-009, 1.04184e-002
-3.812500000000e-009, 1.05858e-002
-3.796875000000e-009, 1.07531e-002
-3.781250000000e-009, 1.09205e-002
-3.765625000000e-009, 1.10879e-002
-3.750000000000e-009, 1.12134e-002
-3.734375000000e-009, 1.13808e-002
-3.718750000000e-009, 1.15063e-002
-3.703125000000e-009, 1.16318e-002
-3.687500000000e-009, 1.17155e-002
-3.671875000000e-009, 1.18410e-002
-3.656250000000e-009, 1.19247e-002
-3.640625000000e-009, 1.20084e-002
-3.625000000000e-009, 1.20921e-002
-3.609375000000e-009, 1.21339e-002
-3.593750000000e-009, 1.21757e-002
-3.578125000000e-009, 1.22176e-002
-3.562500000000e-009, 1.22594e-002
-3.546875000000e-009, 1.22594e-002
-3.531250000000e-009, 1.22594e-002
-3.515625000000e-009, 1.22594e-002
-3.500000000000e-009, 1.22594e-002
-3.484375000000e-009, 1.22176e-002
-3.468750000000e-009, 1.21757e-002
-3.453125000000e-009, 1.20921e-002
-3.437500000000e-009, 1.20502e-002
-3.421875000000e-009, 1.19247e-002
-3.406250000000e-009, 1.18410e-002
-3.390625000000e-009, 1.17155e-002
-3.375000000000e-009, 1.15900e-002
-3.359375000000e-009, 1.14644e-002
-3.343750000000e-009, 1.12971e-002
-3.328125000000e-009, 1.11297e-002
-3.312500000000e-009, 1.09205e-002
-3.296875000000e-009, 1.07531e-002
-3.281250000000e-009, 1.05439e-002
-3.265625000000e-009, 1.02929e-002
-3.250000000000e-009, 1.00418e-002
-3.234375000000e-009, 9.79079e-003
-3.218750000000e-009, 9.53975e-003
-3.203125000000e-009, 9.28870e-003
-3.187500000000e-009, 8.99582e-003
-3.171875000000e-009, 8.70293e-003
-3.156250000000e-009, 8.41004e-003
-3.140625000000e-009, 8.11716e-003
-3.125000000000e-009, 7.78243e-003
-3.109375000000e-009, 7.48954e-003
-3.093750000000e-009, 7.15481e-003
-3.078125000000e-009, 6.82008e-003
-3.062500000000e-009, 6.48536e-003
-3.046875000000e-009, 6.15063e-003
-3.031250000000e-009, 5.77406e-003
-3.015625000000e-009, 5.43933e-003
-3.000000000000e-009, 5.06276e-003
-2.984375000000e-009, 4.68619e-003
-2.968750000000e-009, 4.30962e-003
-2.953125000000e-009, 3.93305e-003
-2.937500000000e-009, 3.55649e-003
-2.921875000000e-009, 3.17992e-003
-2.906250000000e-009, 2.80335e-003
-2.890625000000e-009, 2.38494e-003
-2.875000000000e-009, 2.00837e-003
-2.859375000000e-009, 1.63180e-003
-2.843750000000e-009, 1.25523e-003
-2.828125000000e-009, 9.20502e-004
-2.812500000000e-009, 5.43933e-004
-2.796875000000e-009, 2.09205e-004
-2.781250000000e-009,-1.67364e-004
-2.765625000000e-009,-5.02092e-004
-2.750000000000e-009,-8.36820e-004
-2.734375000000e-009,-1.21339e-003
-2.718750000000e-009,-1.54812e-003
-2.703125000000e-009,-1.88285e-003
-2.687500000000e-009,-2.21757e-003
-2.671875000000e-009,-2.59414e-003
-2.656250000000e-009,-2.92887e-003
-2.640625000000e-009,-3.30544e-003
-2.625000000000e-009,-3.64017e-003
-2.609375000000e-009,-3.97490e-003
-2.593750000000e-009,-4.30962e-003
-2.578125000000e-009,-4.64435e-003
-2.562500000000e-009,-4.93724e-003
-2.546875000000e-009,-5.27197e-003
-2.531250000000e-009,-5.56485e-003
-2.515625000000e-009,-5.85774e-003
-2.500000000000e-009,-6.15063e-003
-2.484375000000e-009,-6.44351e-003
-2.468750000000e-009,-6.73640e-003
-2.453125000000e-009,-7.02929e-003
-2.437500000000e-009,-7.28033e-003
-2.421875000000e-009,-7.57322e-003
-2.406250000000e-009,-7.86611e-003
-2.390625000000e-009,-8.11716e-003
-2.375000000000e-009,-8.41004e-003
-2.359375000000e-009,-8.66109e-003
-2.343750000000e-009,-8.95398e-003
-2.328125000000e-009,-9.20502e-003
-2.312500000000e-009,-9.45607e-003
-2.296875000000e-009,-9.66527e-003
-2.281250000000e-009,-9.91632e-003
-2.265625000000e-009,-1.01255e-002
-2.250000000000e-009,-1.03347e-002
-2.234375000000e-009,-1.05439e-002
-2.218750000000e-009,-1.07531e-002
-2.203125000000e-009,-1.09205e-002
-2.187500000000e-009,-1.10879e-002
-2.171875000000e-009,-1.12552e-002
-2.156250000000e-009,-1.13808e-002
-2.140625000000e-009,-1.15063e-002
-2.125000000000e-009,-1.16318e-002
-2.109375000000e-009,-1.17573e-002
-2.093750000000e-009,-1.18410e-002
-2.078125000000e-009,-1.19247e-002
-2.062500000000e-009,-1.19665e-002
-2.046875000000e-009,-1.20084e-002
-2.031250000000e-009,-1.20502e-002
-2.015625000000e-009,-1.20921e-002
-2.000000000000e-009,-1.20921e-002
-1.984375000000e-009,-1.20921e-002
-1.968750000000e-009,-1.20921e-002
-1.953125000000e-009,-1.20921e-002
-1.937500000000e-009,-1.20502e-002
-1.921875000000e-009,-1.20084e-002
