x-axis,MATH1
second,Volt
-5.000000000000e-009, 5.81055e-002
-4.984375000000e-009, 5.69336e-002
-4.968750000000e-009, 5.57617e-002
-4.953125000000e-009, 5.44922e-002
-4.937500000000e-009, 5.32227e-002
-4.921875000000e-009, 5.17578e-002
-4.906250000000e-009, 5.03906e-002
-4.890625000000e-009, 4.89258e-002
-4.875000000000e-009, 4.73633e-002
-4.859375000000e-009, 4.58984e-002
-4.843750000000e-009, 4.42383e-002
-4.828125000000e-009, 4.25781e-002
-4.812500000000e-009, 4.09180e-002
-4.796875000000e-009, 3.91602e-002
-4.781250000000e-009, 3.74023e-002
-4.765625000000e-009, 3.56445e-002
-4.750000000000e-009, 3.38867e-002
-4.734375000000e-009, 3.19336e-002
-4.718750000000e-009, 3.00781e-002
-4.703125000000e-009, 2.81250e-002
-4.687500000000e-009, 2.61719e-002
-4.671875000000e-009, 2.41211e-002
-4.656250000000e-009, 2.19727e-002
-4.640625000000e-009, 1.98242e-002
-4.625000000000e-009, 1.76758e-002
-4.609375000000e-009, 1.54297e-002
-4.593750000000e-009, 1.31836e-002
-4.578125000000e-009, 1.08398e-002
-4.562500000000e-009, 8.49609e-003
-4.546875000000e-009, 6.25000e-003
-4.531250000000e-009, 3.90625e-003
-4.515625000000e-009, 1.56250e-003
-4.500000000000e-009,-7.81250e-004
-4.484375000000e-009,-3.12500e-003
-4.468750000000e-009,-5.37109e-003
-4.453125000000e-009,-7.61719e-003
-4.437500000000e-009,-9.86328e-003
-4.421875000000e-009,-1.21094e-002
-4.406250000000e-009,-1.43555e-002
-4.390625000000e-009,-1.65039e-002
-4.375000000000e-009,-1.87500e-002
-4.359375000000e-009,-2.08984e-002
-4.343750000000e-009,-2.30469e-002
-4.328125000000e-009,-2.51953e-002
-4.312500000000e-009,-2.73438e-002
-4.296875000000e-009,-2.94922e-002
-4.281250000000e-009,-3.15430e-002
-4.265625000000e-009,-3.36914e-002
-4.250000000000e-009,-3.57422e-002
-4.234375000000e-009,-3.76953e-002
-4.218750000000e-009,-3.96484e-002
-4.203125000000e-009,-4.16016e-002
-4.187500000000e-009,-4.34570e-002
-4.171875000000e-009,-4.53125e-002
-4.156250000000e-009,-4.70703e-002
-4.140625000000e-009,-4.88281e-002
-4.125000000000e-009,-5.03906e-002
-4.109375000000e-009,-5.20508e-002
-4.093750000000e-009,-5.35156e-002
-4.078125000000e-009,-5.49805e-002
-4.062500000000e-009,-5.63477e-002
-4.046875000000e-009,-5.76172e-002
-4.031250000000e-009,-5.87891e-002
-4.015625000000e-009,-5.99609e-002
-4.000000000000e-009,-6.11328e-002
-3.984375000000e-009,-6.22070e-002
-3.968750000000e-009,-6.31836e-002
-3.953125000000e-009,-6.41602e-002
-3.937500000000e-009,-6.50391e-002
-3.921875000000e-009,-6.58203e-002
