x-axis,MATH1
second,Volt
-5.000000000000e-009, 2.48828e-002
-4.984375000000e-009, 2.53906e-002
-4.968750000000e-009, 2.58984e-002
-4.953125000000e-009, 2.63672e-002
-4.937500000000e-009, 2.68359e-002
-4.921875000000e-009, 2.73047e-002
-4.906250000000e-009, 2.77344e-002
-4.890625000000e-009, 2.81641e-002
-4.875000000000e-009, 2.85547e-002
-4.859375000000e-009, 2.89844e-002
-4.843750000000e-009, 2.92969e-002
-4.828125000000e-009, 2.96484e-002
-4.812500000000e-009, 3.00000e-002
-4.796875000000e-009, 3.02734e-002
-4.781250000000e-009, 3.05469e-002
-4.765625000000e-009, 3.07812e-002
-4.750000000000e-009, 3.09375e-002
-4.734375000000e-009, 3.10938e-002
-4.718750000000e-009, 3.12500e-002
-4.703125000000e-009, 3.12891e-002
-4.687500000000e-009, 3.12891e-002
-4.671875000000e-009, 3.12500e-002
-4.656250000000e-009, 3.10938e-002
-4.640625000000e-009, 3.09766e-002
-4.625000000000e-009, 3.07812e-002
-4.609375000000e-009, 3.05078e-002
-4.593750000000e-009, 3.02734e-002
-4.578125000000e-009, 2.98828e-002
-4.562500000000e-009, 2.95703e-002
-4.546875000000e-009, 2.91406e-002
-4.531250000000e-009, 2.87109e-002
-4.515625000000e-009, 2.82812e-002
-4.500000000000e-009, 2.77734e-002
-4.484375000000e-009, 2.72656e-002
-4.468750000000e-009, 2.67578e-002
-4.453125000000e-009, 2.62500e-002
-4.437500000000e-009, 2.57031e-002
-4.421875000000e-009, 2.51563e-002
-4.406250000000e-009, 2.46094e-002
-4.390625000000e-009, 2.40625e-002
-4.375000000000e-009, 2.35547e-002
-4.359375000000e-009, 2.29687e-002
-4.343750000000e-009, 2.24219e-002
-4.328125000000e-009, 2.18359e-002
-4.312500000000e-009, 2.12500e-002
-4.296875000000e-009, 2.06641e-002
-4.281250000000e-009, 2.00781e-002
-4.265625000000e-009, 1.94141e-002
-4.250000000000e-009, 1.87109e-002
-4.234375000000e-009, 1.80859e-002
-4.218750000000e-009, 1.73438e-002
-4.203125000000e-009, 1.66016e-002
-4.187500000000e-009, 1.57812e-002
-4.171875000000e-009, 1.49609e-002
-4.156250000000e-009, 1.40625e-002
-4.140625000000e-009, 1.31641e-002
-4.125000000000e-009, 1.21875e-002
-4.109375000000e-009, 1.11328e-002
-4.093750000000e-009, 1.01562e-002
-4.078125000000e-009, 9.06250e-003
-4.062500000000e-009, 8.00781e-003
-4.046875000000e-009, 6.87500e-003
-4.031250000000e-009, 5.78125e-003
-4.015625000000e-009, 4.72656e-003
-4.000000000000e-009, 3.59375e-003
-3.984375000000e-009, 2.53906e-003
-3.968750000000e-009, 1.44531e-003
-3.953125000000e-009, 3.90625e-004
-3.937500000000e-009,-6.64063e-004
-3.921875000000e-009,-1.67969e-003
-3.906250000000e-009,-2.69531e-003
-3.890625000000e-009,-3.67187e-003
-3.875000000000e-009,-4.64844e-003
-3.859375000000e-009,-5.58594e-003
-3.843750000000e-009,-6.40625e-003
-3.828125000000e-009,-7.26563e-003
-3.812500000000e-009,-8.08594e-003
-3.796875000000e-009,-8.90625e-003
-3.781250000000e-009,-9.64844e-003
-3.765625000000e-009,-1.03906e-002
-3.750000000000e-009,-1.10937e-002
-3.734375000000e-009,-1.18750e-002
-3.718750000000e-009,-1.25781e-002
-3.703125000000e-009,-1.33203e-002
-3.687500000000e-009,-1.40625e-002
-3.671875000000e-009,-1.48828e-002
-3.656250000000e-009,-1.56250e-002
-3.640625000000e-009,-1.64453e-002
-3.625000000000e-009,-1.73047e-002
-3.609375000000e-009,-1.81250e-002
-3.593750000000e-009,-1.90234e-002
-3.578125000000e-009,-1.98437e-002
-3.562500000000e-009,-2.07422e-002
-3.546875000000e-009,-2.16016e-002
-3.531250000000e-009,-2.24609e-002
-3.515625000000e-009,-2.32813e-002
-3.500000000000e-009,-2.41016e-002
-3.484375000000e-009,-2.49609e-002
-3.468750000000e-009,-2.57422e-002
-3.453125000000e-009,-2.65234e-002
-3.437500000000e-009,-2.72656e-002
-3.421875000000e-009,-2.79297e-002
-3.406250000000e-009,-2.85937e-002
-3.390625000000e-009,-2.92188e-002
-3.375000000000e-009,-2.98047e-002
-3.359375000000e-009,-3.03125e-002
-3.343750000000e-009,-3.07422e-002
-3.328125000000e-009,-3.11328e-002
-3.312500000000e-009,-3.14844e-002
-3.296875000000e-009,-3.17187e-002
-3.281250000000e-009,-3.20312e-002
-3.265625000000e-009,-3.21875e-002
-3.250000000000e-009,-3.23047e-002
