x-axis,MATH2
second,Volt
-5.000000000000e-009,-6.51367e-002
-4.984375000000e-009,-6.69922e-002
-4.968750000000e-009,-6.86523e-002
-4.953125000000e-009,-7.03125e-002
-4.937500000000e-009,-7.19727e-002
-4.921875000000e-009,-7.35352e-002
-4.906250000000e-009,-7.50000e-002
-4.890625000000e-009,-7.63672e-002
-4.875000000000e-009,-7.77344e-002
-4.859375000000e-009,-7.90039e-002
-4.843750000000e-009,-8.01758e-002
-4.828125000000e-009,-8.12500e-002
-4.812500000000e-009,-8.22266e-002
-4.796875000000e-009,-8.32031e-002
-4.781250000000e-009,-8.40820e-002
-4.765625000000e-009,-8.48633e-002
-4.750000000000e-009,-8.55469e-002
-4.734375000000e-009,-8.62305e-002
-4.718750000000e-009,-8.67188e-002
-4.703125000000e-009,-8.73047e-002
-4.687500000000e-009,-8.76953e-002
-4.671875000000e-009,-8.80859e-002
-4.656250000000e-009,-8.83789e-002
-4.640625000000e-009,-8.84766e-002
-4.625000000000e-009,-8.85742e-002
-4.609375000000e-009,-8.85742e-002
-4.593750000000e-009,-8.84766e-002
-4.578125000000e-009,-8.82813e-002
-4.562500000000e-009,-8.80859e-002
-4.546875000000e-009,-8.76953e-002
-4.531250000000e-009,-8.72070e-002
-4.515625000000e-009,-8.67188e-002
-4.500000000000e-009,-8.61328e-002
-4.484375000000e-009,-8.54492e-002
-4.468750000000e-009,-8.46680e-002
-4.453125000000e-009,-8.37891e-002
-4.437500000000e-009,-8.29102e-002
-4.421875000000e-009,-8.19336e-002
-4.406250000000e-009,-8.08594e-002
-4.390625000000e-009,-7.96875e-002
-4.375000000000e-009,-7.84180e-002
-4.359375000000e-009,-7.71484e-002
-4.343750000000e-009,-7.57812e-002
-4.328125000000e-009,-7.43164e-002
-4.312500000000e-009,-7.27539e-002
-4.296875000000e-009,-7.10938e-002
-4.281250000000e-009,-6.93359e-002
-4.265625000000e-009,-6.75781e-002
-4.250000000000e-009,-6.56250e-002
-4.234375000000e-009,-6.37695e-002
-4.218750000000e-009,-6.17188e-002
-4.203125000000e-009,-5.96680e-002
-4.187500000000e-009,-5.75195e-002
-4.171875000000e-009,-5.53711e-002
-4.156250000000e-009,-5.31250e-002
-4.140625000000e-009,-5.08789e-002
-4.125000000000e-009,-4.86328e-002
-4.109375000000e-009,-4.62891e-002
-4.093750000000e-009,-4.39453e-002
-4.078125000000e-009,-4.16016e-002
-4.062500000000e-009,-3.90625e-002
-4.046875000000e-009,-3.66211e-002
-4.031250000000e-009,-3.39844e-002
-4.015625000000e-009,-3.13477e-002
-4.000000000000e-009,-2.87109e-002
-3.984375000000e-009,-2.60742e-002
-3.968750000000e-009,-2.33398e-002
-3.953125000000e-009,-2.06055e-002
-3.937500000000e-009,-1.78711e-002
-3.921875000000e-009,-1.52344e-002
-3.906250000000e-009,-1.24023e-002
-3.890625000000e-009,-9.76563e-003
-3.875000000000e-009,-7.12891e-003
-3.859375000000e-009,-4.39453e-003
-3.843750000000e-009,-1.75781e-003
-3.828125000000e-009, 8.78906e-004
-3.812500000000e-009, 3.41797e-003
-3.796875000000e-009, 6.15234e-003
-3.781250000000e-009, 8.78906e-003
-3.765625000000e-009, 1.14258e-002
-3.750000000000e-009, 1.40625e-002
-3.734375000000e-009, 1.66992e-002
