x-axis,MATH2
second,Volt
-5.000000000000e-009,-9.30664e-002
-4.984375000000e-009,-9.14062e-002
-4.968750000000e-009,-8.95508e-002
-4.953125000000e-009,-8.75977e-002
-4.937500000000e-009,-8.56445e-002
-4.921875000000e-009,-8.34961e-002
-4.906250000000e-009,-8.13477e-002
-4.890625000000e-009,-7.90039e-002
-4.875000000000e-009,-7.66602e-002
-4.859375000000e-009,-7.42188e-002
-4.843750000000e-009,-7.16797e-002
-4.828125000000e-009,-6.90430e-002
-4.812500000000e-009,-6.64063e-002
-4.796875000000e-009,-6.37695e-002
-4.781250000000e-009,-6.09375e-002
-4.765625000000e-009,-5.81055e-002
-4.750000000000e-009,-5.52734e-002
-4.734375000000e-009,-5.23438e-002
-4.718750000000e-009,-4.92188e-002
-4.703125000000e-009,-4.61914e-002
-4.687500000000e-009,-4.30664e-002
-4.671875000000e-009,-3.98437e-002
-4.656250000000e-009,-3.66211e-002
-4.640625000000e-009,-3.33008e-002
-4.625000000000e-009,-2.99805e-002
-4.609375000000e-009,-2.66602e-002
-4.593750000000e-009,-2.33398e-002
-4.578125000000e-009,-1.99219e-002
-4.562500000000e-009,-1.66992e-002
-4.546875000000e-009,-1.33789e-002
-4.531250000000e-009,-1.01563e-002
-4.515625000000e-009,-6.83594e-003
-4.500000000000e-009,-3.61328e-003
-4.484375000000e-009,-4.88281e-004
-4.468750000000e-009, 2.83203e-003
-4.453125000000e-009, 6.05469e-003
-4.437500000000e-009, 9.27734e-003
-4.421875000000e-009, 1.25000e-002
-4.406250000000e-009, 1.57227e-002
-4.390625000000e-009, 1.89453e-002
-4.375000000000e-009, 2.22656e-002
-4.359375000000e-009, 2.55859e-002
-4.343750000000e-009, 2.88086e-002
-4.328125000000e-009, 3.20312e-002
-4.312500000000e-009, 3.52539e-002
-4.296875000000e-009, 3.83789e-002
-4.281250000000e-009, 4.15039e-002
-4.265625000000e-009, 4.46289e-002
-4.250000000000e-009, 4.77539e-002
-4.234375000000e-009, 5.07813e-002
-4.218750000000e-009, 5.37109e-002
-4.203125000000e-009, 5.66406e-002
-4.187500000000e-009, 5.95703e-002
-4.171875000000e-009, 6.25000e-002
-4.156250000000e-009, 6.52344e-002
-4.140625000000e-009, 6.79687e-002
-4.125000000000e-009, 7.06055e-002
-4.109375000000e-009, 7.32422e-002
-4.093750000000e-009, 7.56836e-002
-4.078125000000e-009, 7.81250e-002
-4.062500000000e-009, 8.04688e-002
-4.046875000000e-009, 8.27148e-002
-4.031250000000e-009, 8.48633e-002
-4.015625000000e-009, 8.69141e-002
-4.000000000000e-009, 8.88672e-002
-3.984375000000e-009, 9.07227e-002
-3.968750000000e-009, 9.24805e-002
-3.953125000000e-009, 9.41406e-002
-3.937500000000e-009, 9.57031e-002
-3.921875000000e-009, 9.71680e-002
-3.906250000000e-009, 9.85352e-002
-3.890625000000e-009, 9.98047e-002
-3.875000000000e-009, 1.00879e-001
-3.859375000000e-009, 1.01953e-001
-3.843750000000e-009, 1.02930e-001
-3.828125000000e-009, 1.03809e-001
-3.812500000000e-009, 1.04590e-001
-3.796875000000e-009, 1.05273e-001
-3.781250000000e-009, 1.05859e-001
-3.765625000000e-009, 1.06348e-001
-3.750000000000e-009, 1.06836e-001
-3.734375000000e-009, 1.07129e-001
-3.718750000000e-009, 1.07324e-001
-3.703125000000e-009, 1.07422e-001
-3.687500000000e-009, 1.07422e-001
-3.671875000000e-009, 1.07324e-001
-3.656250000000e-009, 1.07227e-001
-3.640625000000e-009, 1.06934e-001
-3.625000000000e-009, 1.06543e-001
-3.609375000000e-009, 1.05957e-001
-3.593750000000e-009, 1.05371e-001
-3.578125000000e-009, 1.04590e-001
-3.562500000000e-009, 1.03809e-001
-3.546875000000e-009, 1.02930e-001
-3.531250000000e-009, 1.01855e-001
-3.515625000000e-009, 1.00781e-001
-3.500000000000e-009, 9.95117e-002
-3.484375000000e-009, 9.82422e-002
-3.468750000000e-009, 9.67773e-002
-3.453125000000e-009, 9.53125e-002
-3.437500000000e-009, 9.37500e-002
-3.421875000000e-009, 9.20898e-002
-3.406250000000e-009, 9.03320e-002
-3.390625000000e-009, 8.84766e-002
-3.375000000000e-009, 8.65234e-002
-3.359375000000e-009, 8.44727e-002
-3.343750000000e-009, 8.24219e-002
-3.328125000000e-009, 8.01758e-002
-3.312500000000e-009, 7.79297e-002
-3.296875000000e-009, 7.54883e-002
-3.281250000000e-009, 7.30469e-002
-3.265625000000e-009, 7.05078e-002
-3.250000000000e-009, 6.78711e-002
-3.234375000000e-009, 6.52344e-002
-3.218750000000e-009, 6.25000e-002
-3.203125000000e-009, 5.97656e-002
-3.187500000000e-009, 5.69336e-002
-3.171875000000e-009, 5.41016e-002
-3.156250000000e-009, 5.11719e-002
-3.140625000000e-009, 4.82422e-002
-3.125000000000e-009, 4.53125e-002
-3.109375000000e-009, 4.21875e-002
-3.093750000000e-009, 3.90625e-002
-3.078125000000e-009, 3.58398e-002
-3.062500000000e-009, 3.27148e-002
-3.046875000000e-009, 2.93945e-002
-3.031250000000e-009, 2.60742e-002
-3.015625000000e-009, 2.27539e-002
-3.000000000000e-009, 1.95313e-002
-2.984375000000e-009, 1.61133e-002
-2.968750000000e-009, 1.28906e-002
-2.953125000000e-009, 9.57031e-003
-2.937500000000e-009, 6.34766e-003
-2.921875000000e-009, 3.12500e-003
-2.906250000000e-009,-1.95313e-004
-2.890625000000e-009,-3.41797e-003
-2.875000000000e-009,-6.54297e-003
-2.859375000000e-009,-9.76563e-003
-2.843750000000e-009,-1.29883e-002
-2.828125000000e-009,-1.62109e-002
-2.812500000000e-009,-1.95313e-002
-2.796875000000e-009,-2.27539e-002
-2.781250000000e-009,-2.60742e-002
-2.765625000000e-009,-2.92969e-002
-2.750000000000e-009,-3.26172e-002
-2.734375000000e-009,-3.58398e-002
-2.718750000000e-009,-3.90625e-002
-2.703125000000e-009,-4.22852e-002
-2.687500000000e-009,-4.54102e-002
-2.671875000000e-009,-4.85352e-002
-2.656250000000e-009,-5.15625e-002
-2.640625000000e-009,-5.44922e-002
-2.625000000000e-009,-5.74219e-002
-2.609375000000e-009,-6.02539e-002
-2.593750000000e-009,-6.30859e-002
-2.578125000000e-009,-6.57227e-002
-2.562500000000e-009,-6.84570e-002
-2.546875000000e-009,-7.10938e-002
-2.531250000000e-009,-7.36328e-002
-2.515625000000e-009,-7.60742e-002
-2.500000000000e-009,-7.85156e-002
-2.484375000000e-009,-8.08594e-002
-2.468750000000e-009,-8.31055e-002
-2.453125000000e-009,-8.52539e-002
-2.437500000000e-009,-8.73047e-002
-2.421875000000e-009,-8.92578e-002
-2.406250000000e-009,-9.11133e-002
-2.390625000000e-009,-9.28711e-002
-2.375000000000e-009,-9.46289e-002
-2.359375000000e-009,-9.61914e-002
-2.343750000000e-009,-9.77539e-002
-2.328125000000e-009,-9.91211e-002
-2.312500000000e-009,-1.00488e-001
-2.296875000000e-009,-1.01758e-001
-2.281250000000e-009,-1.02930e-001
-2.265625000000e-009,-1.04004e-001
-2.250000000000e-009,-1.04980e-001
-2.234375000000e-009,-1.05859e-001
-2.218750000000e-009,-1.06543e-001
-2.203125000000e-009,-1.07324e-001
-2.187500000000e-009,-1.07813e-001
-2.171875000000e-009,-1.08301e-001
-2.156250000000e-009,-1.08789e-001
-2.140625000000e-009,-1.09082e-001
-2.125000000000e-009,-1.09277e-001
-2.109375000000e-009,-1.09277e-001
-2.093750000000e-009,-1.09277e-001
-2.078125000000e-009,-1.09180e-001
-2.062500000000e-009,-1.09082e-001
-2.046875000000e-009,-1.08789e-001
-2.031250000000e-009,-1.08301e-001
-2.015625000000e-009,-1.07813e-001
-2.000000000000e-009,-1.07129e-001
-1.984375000000e-009,-1.06348e-001
-1.968750000000e-009,-1.05566e-001
-1.953125000000e-009,-1.04492e-001
-1.937500000000e-009,-1.03516e-001
-1.921875000000e-009,-1.02344e-001
-1.906250000000e-009,-1.01074e-001
-1.890625000000e-009,-9.97070e-002
-1.875000000000e-009,-9.83398e-002
-1.859375000000e-009,-9.67773e-002
-1.843750000000e-009,-9.52148e-002
-1.828125000000e-009,-9.34570e-002
-1.812500000000e-009,-9.17969e-002
-1.796875000000e-009,-8.99414e-002
-1.781250000000e-009,-8.79883e-002
-1.765625000000e-009,-8.60352e-002
-1.750000000000e-009,-8.38867e-002
-1.734375000000e-009,-8.16406e-002
-1.718750000000e-009,-7.92969e-002
-1.703125000000e-009,-7.69531e-002
-1.687500000000e-009,-7.45117e-002
-1.671875000000e-009,-7.19727e-002
-1.656250000000e-009,-6.93359e-002
-1.640625000000e-009,-6.66992e-002
-1.625000000000e-009,-6.39648e-002
-1.609375000000e-009,-6.12305e-002
-1.593750000000e-009,-5.83984e-002
-1.578125000000e-009,-5.55664e-002
-1.562500000000e-009,-5.26367e-002
-1.546875000000e-009,-4.97070e-002
-1.531250000000e-009,-4.66797e-002
-1.515625000000e-009,-4.35547e-002
