x-axis,1,2,3,4,MATH1,MATH2
second,Volt,Volt,Volt,Volt,Volt,Volt
-5.00000E-09,+2.76150635909E-03,+22.13389187818E-03,+12.84518867033E-03,-27.44769956917E-03,+24.88281250000E-03,-14.60937500000E-03
-4.98438E-09,+2.46861932101E-03,+22.92887098156E-03,+12.59414263768E-03,-27.07113052020E-03,+25.39062500000E-03,-14.49218750000E-03
-4.96875E-09,+2.17573228292E-03,+23.72385008493E-03,+12.34309660504E-03,-26.69456147123E-03,+25.89843750000E-03,-14.35546875000E-03
-4.95313E-09,+1.92468625028E-03,+24.47698818287E-03,+12.05020956695E-03,-26.27615141682E-03,+26.36718750000E-03,-14.23828125000E-03
-4.93750E-09,+1.63179921219E-03,+25.23012628080E-03,+11.71548152342E-03,-25.81590035697E-03,+26.83593750000E-03,-14.10156250000E-03
-4.92188E-09,+1.38075317955E-03,+25.94142337330E-03,+11.42259448534E-03,-25.35564929713E-03,+27.30468750000E-03,-13.94531250000E-03
-4.90625E-09,+1.08786614146E-03,+26.65272046579E-03,+11.04602543637E-03,-24.85355723184E-03,+27.73437500000E-03,-13.80859375000E-03
-4.89063E-09,+836.82010882E-06,+27.36401755828E-03,+10.71129739285E-03,-24.35146516655E-03,+28.16406250000E-03,-13.65234375000E-03
-4.87500E-09,+585.77407617E-06,+27.99163263990E-03,+10.33472834388E-03,-23.80753209582E-03,+28.55468750000E-03,-13.47656250000E-03
-4.85938E-09,+334.72804353E-06,+28.66108872695E-03,+9.95815929491E-03,-23.22175801964E-03,+28.98437500000E-03,-13.28125000000E-03
-4.84375E-09,+83.68201088E-06,+29.24686280312E-03,+9.53974924050E-03,-22.63598394347E-03,+29.29687500000E-03,-13.10546875000E-03
-4.82813E-09,-167.36402176E-06,+29.83263687929E-03,+9.16318019154E-03,-22.05020986730E-03,+29.64843750000E-03,-12.89062500000E-03
-4.81250E-09,-376.56904897E-06,+30.37656995002E-03,+8.74477013713E-03,-21.42259478569E-03,+30.00000000000E-03,-12.69531250000E-03
-4.79688E-09,-627.61508161E-06,+30.92050302075E-03,+8.32636008272E-03,-20.75313869864E-03,+30.27343750000E-03,-12.44140625000E-03
-4.78125E-09,-836.82010882E-06,+31.42259508604E-03,+7.94979103375E-03,-20.08368261158E-03,+30.54687500000E-03,-12.14843750000E-03
-4.76562E-09,-1.08786614146E-03,+31.88284614589E-03,+7.53138097934E-03,-19.37238551909E-03,+30.78125000000E-03,-11.85546875000E-03
-4.75000E-09,-1.33891217411E-03,+32.30125620030E-03,+7.15481193038E-03,-18.66108842660E-03,+30.93750000000E-03,-11.52343750000E-03
-4.73437E-09,-1.58995820675E-03,+32.71966625471E-03,+6.73640187597E-03,-17.94979133410E-03,+31.09375000000E-03,-11.23046875000E-03
-4.71875E-09,-1.84100423940E-03,+33.09623530367E-03,+6.35983282700E-03,-17.19665323617E-03,+31.25000000000E-03,-10.83984375000E-03
-4.70312E-09,-2.13389127748E-03,+33.43096334720E-03,+5.98326377803E-03,-16.40167413279E-03,+31.28906250000E-03,-10.42968750000E-03
-4.68750E-09,-2.42677831557E-03,+33.72385038529E-03,+5.60669472907E-03,-15.60669502942E-03,+31.28906250000E-03,-10.01953125000E-03
-4.67187E-09,-2.76150635909E-03,+34.01673742337E-03,+5.18828467466E-03,-14.81171592604E-03,+31.25000000000E-03,-9.62890625000E-03
-4.65625E-09,-3.09623440262E-03,+34.22594245058E-03,+4.81171562569E-03,-13.97489581723E-03,+31.09375000000E-03,-9.17968750000E-03
-4.64062E-09,-3.43096244615E-03,+34.43514747778E-03,+4.43514657672E-03,-13.09623470297E-03,+30.97656250000E-03,-8.67187500000E-03
-4.62500E-09,-3.80753149511E-03,+34.60251149954E-03,+4.05857752776E-03,-12.25941459415E-03,+30.78125000000E-03,-8.20312500000E-03
-4.60937E-09,-4.18410054408E-03,+34.72803451587E-03,+3.68200847879E-03,-11.38075347990E-03,+30.50781250000E-03,-7.71484375000E-03
-4.59375E-09,-4.56066959305E-03,+34.85355753219E-03,+3.26359842438E-03,-10.46025136020E-03,+30.27343750000E-03,-7.20703125000E-03
-4.57812E-09,-4.97907964746E-03,+34.89539853763E-03,+2.88702937542E-03,-9.53974924050E-03,+29.88281250000E-03,-6.66015625000E-03
-4.56250E-09,-5.35564869642E-03,+34.93723954307E-03,+2.46861932101E-03,-8.66108812625E-03,+29.57031250000E-03,-6.21093750000E-03
-4.54687E-09,-5.77405875083E-03,+34.93723954307E-03,+2.05020926660E-03,-7.69874500111E-03,+29.14062500000E-03,-5.66406250000E-03
-4.53125E-09,-6.15062779980E-03,+34.89539853763E-03,+1.63179921219E-03,-6.77824288141E-03,+28.71093750000E-03,-5.15625000000E-03
-4.51562E-09,-6.52719684877E-03,+34.81171652675E-03,+1.17154815234E-03,-5.85774076171E-03,+28.28125000000E-03,-4.68750000000E-03
-4.50000E-09,-6.90376589773E-03,+34.68619351042E-03,+753.13809793E-06,-4.89539763657E-03,+27.77343750000E-03,-4.16015625000E-03
-4.48437E-09,-7.28033494670E-03,+34.56067049410E-03,+292.88703809E-06,-3.97489551688E-03,+27.26562500000E-03,-3.69140625000E-03
-4.46875E-09,-7.61506299023E-03,+34.39330647234E-03,-167.36402176E-06,-3.01255239174E-03,+26.75781250000E-03,-3.18359375000E-03
-4.45312E-09,-7.90795002831E-03,+34.18410144513E-03,-627.61508161E-06,-2.09205027204E-03,+26.25000000000E-03,-2.73437500000E-03
-4.43750E-09,-8.20083706640E-03,+33.93305541249E-03,-1.12970714690E-03,-1.12970714690E-03,+25.70312500000E-03,-2.26562500000E-03
-4.42187E-09,-8.49372410448E-03,+33.68200937984E-03,-1.63179921219E-03,-209.20502720E-06,+25.15625000000E-03,-1.85546875000E-03
-4.40625E-09,-8.74477013713E-03,+33.38912234176E-03,-2.13389127748E-03,+753.13809794E-06,+24.60937500000E-03,-1.38671875000E-03
-4.39062E-09,-8.95397516433E-03,+33.05439429823E-03,-2.63598334277E-03,+1.67364021763E-03,+24.06250000000E-03,-976.56250000E-06
-4.37500E-09,-9.12133918609E-03,+32.67782524927E-03,-3.17991641350E-03,+2.59414233733E-03,+23.55468750000E-03,-585.93750000E-06
-4.35937E-09,-9.33054421330E-03,+32.30125620030E-03,-3.68200847879E-03,+3.55648546247E-03,+22.96875000000E-03,-136.71875000E-06
-4.34375E-09,-9.45606722962E-03,+31.88284614589E-03,-4.22594154952E-03,+4.47698758217E-03,+22.42187500000E-03,+234.37500000E-06
-4.32812E-09,-9.58159024594E-03,+31.42259508604E-03,-4.72803361481E-03,+5.39748970186E-03,+21.83593750000E-03,+664.06250000E-06
-4.31250E-09,-9.66527225683E-03,+30.92050302075E-03,-5.27196668554E-03,+6.31799182156E-03,+21.25000000000E-03,+1.03515625000E-03
-4.29687E-09,-9.74895426771E-03,+30.41841095546E-03,-5.77405875083E-03,+7.23849394126E-03,+20.66406250000E-03,+1.44531250000E-03
-4.28125E-09,-9.79079527315E-03,+29.87447788473E-03,-6.27615081612E-03,+8.11715505552E-03,+20.07812500000E-03,+1.83593750000E-03
-4.26562E-09,-9.87447728403E-03,+29.28870380856E-03,-6.77824288141E-03,+8.99581616977E-03,+19.41406250000E-03,+2.20703125000E-03
-4.25000E-09,-9.91631828947E-03,+28.66108872695E-03,-7.23849394126E-03,+9.83263627859E-03,+18.71093750000E-03,+2.57812500000E-03
-4.23437E-09,-9.91631828947E-03,+28.03347364534E-03,-7.65690399567E-03,+10.66945638741E-03,+18.08593750000E-03,+3.00781250000E-03
-4.21875E-09,-9.95815929491E-03,+27.32217655284E-03,-8.07531405008E-03,+11.50627649622E-03,+17.34375000000E-03,+3.41796875000E-03
-4.20312E-09,-10.00000030035E-03,+26.61087946035E-03,-8.49372410448E-03,+12.30125559960E-03,+16.60156250000E-03,+3.78906250000E-03
