x-axis,1,2,3,4,MATH1,MATH2
second,Volt,Volt,Volt,Volt,Volt,Volt
-5.00000E-09,+12.34309660504E-03,+30.16736492282E-03,-36.06694668997E-03,-56.98744941037E-03,+42.48046875000E-03,-93.06640625000E-03
-4.98438E-09,+11.42259448534E-03,+29.12133978680E-03,-35.35564959748E-03,-55.98326527979E-03,+40.52734375000E-03,-91.40625000000E-03
-4.96875E-09,+10.54393337108E-03,+28.03347364534E-03,-34.60251149954E-03,-54.89539913833E-03,+38.57421875000E-03,-89.55078125000E-03
-4.95313E-09,+9.62343125138E-03,+26.90376649844E-03,-33.80753239617E-03,-53.76569199143E-03,+36.52343750000E-03,-87.59765625000E-03
-4.93750E-09,+8.70292913169E-03,+25.73221834609E-03,-33.01255329279E-03,-52.59414383909E-03,+34.37500000000E-03,-85.64453125000E-03
-4.92188E-09,+7.78242701199E-03,+24.51882918831E-03,-32.13389217854E-03,-51.33891367586E-03,+32.22656250000E-03,-83.49609375000E-03
-4.90625E-09,+6.86192489229E-03,+23.26359902509E-03,-31.25523106428E-03,-50.04184250720E-03,+30.07812500000E-03,-81.34765625000E-03
-4.89063E-09,+5.94142277259E-03,+21.96652785642E-03,-30.33472894458E-03,-48.66108932765E-03,+27.83203125000E-03,-79.00390625000E-03
-4.87500E-09,+5.02092065290E-03,+20.66945668776E-03,-29.33054481400E-03,-47.28033614811E-03,+25.68359375000E-03,-76.66015625000E-03
-4.85938E-09,+4.10041853320E-03,+19.33054451365E-03,-28.32636068342E-03,-45.81590095768E-03,+23.33984375000E-03,-74.21875000000E-03
-4.84375E-09,+3.17991641350E-03,+17.99163233954E-03,-27.32217655284E-03,-44.35146576725E-03,+21.09375000000E-03,-71.67968750000E-03
-4.82813E-09,+2.30125529924E-03,+16.61087916000E-03,-26.23431041138E-03,-42.80334856594E-03,+18.84765625000E-03,-69.04296875000E-03
-4.81250E-09,+1.42259418499E-03,+15.27196698589E-03,-25.14644426992E-03,-41.25523136463E-03,+16.60156250000E-03,-66.40625000000E-03
-4.79688E-09,+585.77407617E-06,+13.89121380635E-03,-24.01673712302E-03,-39.66527315788E-03,+14.45312500000E-03,-63.76953125000E-03
-4.78125E-09,-292.88703809E-06,+12.55230163224E-03,-22.88702997612E-03,-38.03347394569E-03,+12.20703125000E-03,-60.93750000000E-03
-4.76562E-09,-1.12970714690E-03,+11.17154845269E-03,-21.71548182378E-03,-36.35983372806E-03,+9.96093750000E-03,-58.10546875000E-03
-4.75000E-09,-1.96652725572E-03,+9.83263627859E-03,-20.54393367143E-03,-34.64435250498E-03,+7.81250000000E-03,-55.27343750000E-03
-4.73437E-09,-2.84518836997E-03,+8.49372410448E-03,-19.37238551909E-03,-32.88703027647E-03,+5.56640625000E-03,-52.34375000000E-03
-4.71875E-09,-3.72384948423E-03,+7.19665293582E-03,-18.15899636131E-03,-31.04602603707E-03,+3.41796875000E-03,-49.21875000000E-03
-4.70312E-09,-4.60251059849E-03,+5.85774076171E-03,-16.94560720352E-03,-29.16318079224E-03,+1.17187500000E-03,-46.19140625000E-03
-4.68750E-09,-5.52301271819E-03,+4.56066959305E-03,-15.73221804574E-03,-27.23849454196E-03,-976.56250000E-06,-43.06640625000E-03
-4.67187E-09,-6.44351483788E-03,+3.26359842438E-03,-14.51882888796E-03,-25.27196728624E-03,-3.22265625000E-03,-39.84375000000E-03
-4.65625E-09,-7.36401695758E-03,+2.00836826116E-03,-13.30543973017E-03,-23.26359902508E-03,-5.37109375000E-03,-36.62109375000E-03
-4.64062E-09,-8.28451907728E-03,+753.13809793E-06,-12.05020956695E-03,-21.17154875304E-03,-7.61718750000E-03,-33.30078125000E-03
-4.62500E-09,-9.24686220242E-03,-502.09206529E-06,-10.83682040917E-03,-19.07949848100E-03,-9.76562500000E-03,-29.98046875000E-03
-4.60937E-09,-10.16736432212E-03,-1.75732222851E-03,-9.58159024594E-03,-16.98744820896E-03,-12.01171875000E-03,-26.66015625000E-03
-4.59375E-09,-11.08786644181E-03,-3.01255239174E-03,-8.36820108816E-03,-14.89539793692E-03,-14.16015625000E-03,-23.33984375000E-03
-4.57812E-09,-12.00836856151E-03,-4.26778255496E-03,-7.15481193038E-03,-12.76150665944E-03,-16.30859375000E-03,-19.92187500000E-03
-4.56250E-09,-12.92887068121E-03,-5.52301271819E-03,-5.94142277259E-03,-10.71129739284E-03,-18.45703125000E-03,-16.69921875000E-03
-4.54687E-09,-13.80753179547E-03,-6.77824288141E-03,-4.72803361481E-03,-8.61924712080E-03,-20.60546875000E-03,-13.37890625000E-03
-4.53125E-09,-14.72803391516E-03,-8.03347304463E-03,-3.51464445703E-03,-6.56903785420E-03,-22.85156250000E-03,-10.15625000000E-03
-4.51562E-09,-15.60669502942E-03,-9.33054421330E-03,-2.25941429380E-03,-4.56066959305E-03,-25.00000000000E-03,-6.83593750000E-03
-4.50000E-09,-16.48535614368E-03,-10.58577437652E-03,-1.04602513602E-03,-2.55230133189E-03,-27.14843750000E-03,-3.61328125000E-03
-4.48437E-09,-17.36401725793E-03,-11.88284554519E-03,+167.36402176E-06,-585.77407617E-06,-29.29687500000E-03,-488.28125000E-06
-4.46875E-09,-18.20083736675E-03,-13.17991671385E-03,+1.42259418499E-03,+1.42259418499E-03,-31.44531250000E-03,+2.83203125000E-03
-4.45312E-09,-19.07949848101E-03,-14.47698788252E-03,+2.67782434821E-03,+3.38912144071E-03,-33.59375000000E-03,+6.05468750000E-03
-4.43750E-09,-19.91631858982E-03,-15.77405905118E-03,+3.93305451144E-03,+5.35564869642E-03,-35.74218750000E-03,+9.27734375000E-03
-4.42187E-09,-20.75313869864E-03,-17.07113021985E-03,+5.23012568010E-03,+7.32217595214E-03,-37.89062500000E-03,+12.50000000000E-03
-4.40625E-09,-21.54811780201E-03,-18.36820138851E-03,+6.52719684877E-03,+9.28870320786E-03,-39.94140625000E-03,+15.72265625000E-03
-4.39062E-09,-22.34309690539E-03,-19.62343155174E-03,+7.78242701199E-03,+11.25523046358E-03,-41.99218750000E-03,+18.94531250000E-03
-4.37500E-09,-23.09623500332E-03,-20.92050272040E-03,+9.07949818066E-03,+13.22175771929E-03,-44.04296875000E-03,+22.26562500000E-03
-4.35937E-09,-23.80753209582E-03,-22.17573288363E-03,+10.37656934932E-03,+15.23012598045E-03,-45.99609375000E-03,+25.58593750000E-03
-4.34375E-09,-24.51882918831E-03,-23.43096304685E-03,+11.67364051798E-03,+17.19665323617E-03,-48.04687500000E-03,+28.80859375000E-03
-4.32812E-09,-25.18828527536E-03,-24.64435220463E-03,+12.92887068121E-03,+19.12133948645E-03,-49.90234375000E-03,+32.03125000000E-03
-4.31250E-09,-25.81590035698E-03,-25.85774136242E-03,+14.22594184987E-03,+21.04602573672E-03,-51.75781250000E-03,+35.25390625000E-03
-4.29687E-09,-26.40167443315E-03,-27.07113052020E-03,+15.48117201310E-03,+22.97071198700E-03,-53.51562500000E-03,+38.37890625000E-03
-4.28125E-09,-26.98744850932E-03,-28.20083766710E-03,+16.73640217632E-03,+24.85355723184E-03,-55.27343750000E-03,+41.50390625000E-03
-4.26562E-09,-27.53138158005E-03,-29.33054481400E-03,+17.99163233955E-03,+26.69456147123E-03,-56.93359375000E-03,+44.62890625000E-03
-4.25000E-09,-28.03347364534E-03,-30.41841095546E-03,+19.24686250277E-03,+28.53556571063E-03,-58.49609375000E-03,+47.75390625000E-03
-4.23437E-09,-28.53556571063E-03,-31.46443609148E-03,+20.50209266599E-03,+30.33472894458E-03,-60.05859375000E-03,+50.78125000000E-03
-4.21875E-09,-28.99581677048E-03,-32.46862022206E-03,+21.71548182378E-03,+32.09205117310E-03,-61.52343750000E-03,+53.71093750000E-03
-4.20312E-09,-29.41422682488E-03,-33.43096334720E-03,+22.92887098156E-03,+33.80753239617E-03,-62.89062500000E-03,+56.64062500000E-03
-4.18750E-09,-29.83263687929E-03,-34.35146546690E-03,+24.14226013934E-03,+35.52301361924E-03,-64.25781250000E-03,+59.57031250000E-03
-4.17187E-09,-30.20920592826E-03,-35.23012658116E-03,+25.31380829169E-03,+37.19665383687E-03,-65.52734375000E-03,+62.50000000000E-03
-4.15625E-09,-30.54393397179E-03,-36.06694668997E-03,+26.44351543859E-03,+38.82845304907E-03,-66.69921875000E-03,+65.23437500000E-03
-4.14062E-09,-30.87866201531E-03,-36.86192579335E-03,+27.53138158005E-03,+40.46025226126E-03,-67.77343750000E-03,+67.96875000000E-03
-4.12500E-09,-31.21339005884E-03,-37.65690489672E-03,+28.57740671607E-03,+42.05021046801E-03,-68.94531250000E-03,+70.60546875000E-03
-4.10937E-09,-31.46443609148E-03,-38.41004299466E-03,+29.62343185209E-03,+43.64016867476E-03,-69.92187500000E-03,+73.24218750000E-03
-4.09375E-09,-31.71548212413E-03,-39.12134008715E-03,+30.58577497723E-03,+45.18828587607E-03,-70.89843750000E-03,+75.68359375000E-03
-4.07812E-09,-31.96652815677E-03,-39.79079617420E-03,+31.50627709692E-03,+46.69456207194E-03,-71.77734375000E-03,+78.12500000000E-03
-4.06250E-09,-32.17573318398E-03,-40.41841125582E-03,+32.38493821118E-03,+48.15899726236E-03,-72.65625000000E-03,+80.46875000000E-03
-4.04687E-09,-32.34309720574E-03,-41.04602633743E-03,+33.22175832000E-03,+49.53975044191E-03,-73.43750000000E-03,+82.71484375000E-03
-4.03125E-09,-32.46862022206E-03,-41.58995940816E-03,+34.01673742337E-03,+50.92050362146E-03,-74.12109375000E-03,+84.86328125000E-03
-4.01562E-09,-32.59414323838E-03,-42.13389247889E-03,+34.81171652675E-03,+52.17573378468E-03,-74.80468750000E-03,+86.91406250000E-03
-4.00000E-09,-32.71966625471E-03,-42.63598454418E-03,+35.52301361924E-03,+53.38912294246E-03,-75.39062500000E-03,+88.86718750000E-03
-3.98437E-09,-32.76150726015E-03,-43.09623560403E-03,+36.23431071173E-03,+54.56067109481E-03,-75.87890625000E-03,+90.72265625000E-03
-3.96875E-09,-32.80334826559E-03,-43.51464565843E-03,+36.90376679879E-03,+55.64853723627E-03,-76.36718750000E-03,+92.48046875000E-03
-3.95312E-09,-32.80334826559E-03,-43.93305571284E-03,+37.53138188040E-03,+56.65272136685E-03,-76.75781250000E-03,+94.14062500000E-03
-3.93750E-09,-32.76150726015E-03,-44.26778375637E-03,+38.15899696201E-03,+57.57322348654E-03,-77.05078125000E-03,+95.70312500000E-03
-3.92187E-09,-32.71966625471E-03,-44.56067079445E-03,+38.74477103818E-03,+58.45188460080E-03,-77.34375000000E-03,+97.16796875000E-03
-3.90625E-09,-32.59414323838E-03,-44.81171682710E-03,+39.28870410891E-03,+59.24686370418E-03,-77.44140625000E-03,+98.53515625000E-03
-3.89062E-09,-32.46862022206E-03,-45.06276285974E-03,+39.83263717964E-03,+60.00000180211E-03,-77.53906250000E-03,+99.80468750000E-03
-3.87500E-09,-32.25941519486E-03,-45.23012688151E-03,+40.29288823949E-03,+60.66945788916E-03,-77.53906250000E-03,+100.87890625000E-03
-3.85937E-09,-32.05021016765E-03,-45.35564989783E-03,+40.75313929934E-03,+61.29707297077E-03,-77.44140625000E-03,+101.95312500000E-03
-3.84375E-09,-31.75732312957E-03,-45.43933190871E-03,+41.17154935375E-03,+61.84100604151E-03,-77.24609375000E-03,+102.92968750000E-03
-3.82812E-09,-31.46443609148E-03,-45.52301391959E-03,+41.54811840272E-03,+62.34309810679E-03,-77.05078125000E-03,+103.80859375000E-03
-3.81250E-09,-31.12970804796E-03,-45.52301391959E-03,+41.88284644624E-03,+62.80334916664E-03,-76.66015625000E-03,+104.58984375000E-03
-3.79687E-09,-30.75313899899E-03,-45.48117291415E-03,+42.17573348433E-03,+63.17991821561E-03,-76.26953125000E-03,+105.27343750000E-03
-3.78125E-09,-30.33472894458E-03,-45.39749090327E-03,+42.42677951697E-03,+63.51464625914E-03,-75.78125000000E-03,+105.85937500000E-03
-3.76562E-09,-29.87447788473E-03,-45.27196788695E-03,+42.63598454418E-03,+63.80753329722E-03,-75.19531250000E-03,+106.34765625000E-03
-3.75000E-09,-29.41422682488E-03,-45.10460386518E-03,+42.84518957138E-03,+64.01673832443E-03,-74.60937500000E-03,+106.83593750000E-03
-3.73437E-09,-28.91213475959E-03,-44.89539883798E-03,+42.97071258770E-03,+64.18410234619E-03,-73.82812500000E-03,+107.12890625000E-03
-3.71875E-09,-28.36820168886E-03,-44.64435280533E-03,+43.09623560403E-03,+64.30962536251E-03,-73.04687500000E-03,+107.32421875000E-03
-3.70312E-09,-27.82426861813E-03,-44.30962476181E-03,+43.13807660947E-03,+64.35146636795E-03,-72.16796875000E-03,+107.42187500000E-03
-3.68750E-09,-27.28033554740E-03,-43.97489671828E-03,+43.13807660947E-03,+64.35146636795E-03,-71.28906250000E-03,+107.42187500000E-03
-3.67187E-09,-26.65272046579E-03,-43.55648666387E-03,+43.09623560403E-03,+64.30962536251E-03,-70.21484375000E-03,+107.32421875000E-03
-3.65625E-09,-26.06694638962E-03,-43.09623560402E-03,+43.05439459858E-03,+64.18410234619E-03,-69.23828125000E-03,+107.22656250000E-03
-3.64062E-09,-25.39749030257E-03,-42.59414353873E-03,+42.92887158226E-03,+64.01673832443E-03,-68.06640625000E-03,+106.93359375000E-03
-3.62500E-09,-24.76987522095E-03,-42.05021046800E-03,+42.76150756050E-03,+63.80753329722E-03,-66.89453125000E-03,+106.54296875000E-03
-3.60937E-09,-24.10041913390E-03,-41.46443639183E-03,+42.51046152785E-03,+63.51464625914E-03,-65.62500000000E-03,+105.95703125000E-03
-3.59375E-09,-23.38912204141E-03,-40.83682131022E-03,+42.25941549521E-03,+63.17991821561E-03,-64.25781250000E-03,+105.37109375000E-03
-3.57812E-09,-22.67782494891E-03,-40.20920622861E-03,+41.92468745168E-03,+62.76150816120E-03,-62.89062500000E-03,+104.58984375000E-03
-3.56250E-09,-21.96652785642E-03,-39.49790913612E-03,+41.58995940816E-03,+62.30125710135E-03,-61.52343750000E-03,+103.80859375000E-03
-3.54687E-09,-21.21338975849E-03,-38.78661204362E-03,+41.17154935375E-03,+61.79916503606E-03,-60.05859375000E-03,+102.92968750000E-03
-3.53125E-09,-20.46025166055E-03,-38.03347394569E-03,+40.71129829390E-03,+61.21339095989E-03,-58.49609375000E-03,+101.85546875000E-03
-3.51562E-09,-19.66527255718E-03,-37.23849484231E-03,+40.20920622861E-03,+60.58577587828E-03,-56.93359375000E-03,+100.78125000000E-03
