x-axis,1,2
second,Volt,Volt
-25.00000E-09,+26.65272046579E-03,+8.32636008272E-03
-24.92188E-09,+28.36820168886E-03,+10.41841035476E-03
-24.84375E-09,+29.41422682488E-03,+12.09205057239E-03
-24.76563E-09,+29.87447788473E-03,+13.51464475738E-03
-24.68750E-09,+29.70711386297E-03,+14.51882888796E-03
-24.60938E-09,+28.74477073783E-03,+15.06276195869E-03
-24.53125E-09,+27.11297152564E-03,+15.23012598045E-03
-24.45313E-09,+24.72803421551E-03,+14.93723894237E-03
-24.37500E-09,+21.54811780201E-03,+14.22594184987E-03
-24.29688E-09,+17.74058630690E-03,+13.05439369753E-03
-24.21875E-09,+13.51464475738E-03,+11.63179951254E-03
-24.14063E-09,+9.12133918609E-03,+10.00000030035E-03
-24.06250E-09,+4.43514657673E-03,+8.15899606096E-03
-23.98438E-09,-292.88703809E-06,+6.19246880524E-03
-23.90625E-09,-5.06276165834E-03,+4.14225953864E-03
-23.82813E-09,-9.83263627859E-03,+2.13389127748E-03
-23.75000E-09,-14.22594184987E-03,+209.20502720E-06
-23.67188E-09,-18.32636038307E-03,-1.71548122307E-03
-23.59375E-09,-21.84100484010E-03,-3.76569048967E-03
-23.51563E-09,-24.81171622639E-03,-6.02510478348E-03
-23.43750E-09,-27.19665353652E-03,-8.36820108816E-03
-23.35938E-09,-28.95397576503E-03,-10.62761538196E-03
-23.28125E-09,-30.16736492282E-03,-12.51046062680E-03
-23.20313E-09,-30.71129799355E-03,-13.97489581723E-03
-23.12500E-09,-30.62761598267E-03,-15.14644396957E-03
-23.04688E-09,-29.91631889017E-03,-15.81590005662E-03
-22.96875E-09,-28.45188369975E-03,-16.15062810015E-03
-22.89063E-09,-26.40167443315E-03,-16.02510508383E-03
-22.81250E-09,-23.64016807405E-03,-15.48117201310E-03
-22.73438E-09,-20.16736462247E-03,-14.47698788252E-03
-22.65625E-09,-16.31799212191E-03,-13.13807570841E-03
-22.57813E-09,-12.00836856151E-03,-11.46443549078E-03
-22.50000E-09,-7.40585796302E-03,-9.70711326227E-03
-22.42188E-09,-2.67782434821E-03,-7.86610902287E-03
-22.34375E-09,+1.96652725572E-03,-5.94142277259E-03
-22.26563E-09,+6.65271986509E-03,-4.01673652232E-03
-22.18750E-09,+11.25523046357E-03,-2.05020926660E-03
-22.10938E-09,+15.52301301854E-03,-125.52301632E-06
-22.03125E-09,+19.28870350821E-03,+1.96652725572E-03
-21.95313E-09,+22.51046092715E-03,+4.30962356040E-03
-21.87500E-09,+25.14644426992E-03,+6.77824288141E-03
