x-axis,1,2
second,Volt,Volt
-25.00000E-09,+24.93723924272E-03,-292.88703809E-06
-24.92188E-09,+26.52719744947E-03,-83.68201088E-06
-24.84375E-09,+27.44769956917E-03,+167.36402176E-06
-24.76563E-09,+27.90795062901E-03,+334.72804353E-06
-24.68750E-09,+27.74058660725E-03,+460.25105985E-06
-24.60938E-09,+26.94560750388E-03,+543.93307073E-06
-24.53125E-09,+25.48117231345E-03,+585.77407617E-06
-24.45313E-09,+23.30544003053E-03,+543.93307073E-06
-24.37500E-09,+20.37656964967E-03,+376.56904897E-06
-24.29688E-09,+16.82008418720E-03,+167.36402176E-06
-24.21875E-09,+12.71966565400E-03,-41.84100544E-06
-24.14063E-09,+8.32636008272E-03,-251.04603264E-06
-24.06250E-09,+3.59832646791E-03,-334.72804353E-06
-23.98438E-09,-962.34312514E-06,-292.88703809E-06
-23.90625E-09,-5.48117171274E-03,-251.04603264E-06
-23.82813E-09,-9.91631828947E-03,-167.36402176E-06
-23.75000E-09,-13.93305481179E-03,-167.36402176E-06
-23.67188E-09,-17.44769926881E-03,-167.36402176E-06
-23.59375E-09,-20.54393367143E-03,-251.04603264E-06
-23.51563E-09,-23.22175801964E-03,-376.56904897E-06
-23.43750E-09,-25.35564929713E-03,-585.77407617E-06
-23.35938E-09,-26.90376649844E-03,-878.66111426E-06
-23.28125E-09,-27.99163263990E-03,-1.17154815234E-03
-23.20313E-09,-28.49372470519E-03,-1.46443519043E-03
-23.12500E-09,-28.49372470519E-03,-1.63179921219E-03
-23.04688E-09,-27.94979163446E-03,-1.75732222851E-03
-22.96875E-09,-26.90376649844E-03,-1.71548122307E-03
-22.89063E-09,-25.23012628080E-03,-1.58995820675E-03
-22.81250E-09,-22.80334796524E-03,-1.42259418499E-03
-22.73438E-09,-19.53974954086E-03,-1.21338915778E-03
-22.65625E-09,-15.69037704030E-03,-1.00418413058E-03
-22.57813E-09,-11.42259448534E-03,-794.97910338E-06
-22.50000E-09,-6.82008388685E-03,-711.29709249E-06
-22.42188E-09,-2.13389127748E-03,-627.61508161E-06
-22.34375E-09,+2.30125529924E-03,-627.61508161E-06
-22.26563E-09,+6.73640187597E-03,-711.29709249E-06
-22.18750E-09,+10.92050242005E-03,-794.97910338E-06
-22.10938E-09,+14.85355693148E-03,-878.66111426E-06
-22.03125E-09,+18.32636038307E-03,-836.82010882E-06
-21.95313E-09,+21.25523076393E-03,-711.29709249E-06
-21.87500E-09,+23.64016807405E-03,-460.25105985E-06
-21.79688E-09,+25.52301331889E-03,-209.20502720E-06
