x-axis,1,2
second,Volt,Volt
-25.00000E-09,+24.97908024816E-03,-198.74477584E-06
-24.92188E-09,+26.48535644403E-03,+20.92050272E-06
-24.84375E-09,+27.40585856372E-03,+240.58578128E-06
-24.76563E-09,+27.90795062901E-03,+439.33055713E-06
-24.68750E-09,+27.74058660725E-03,+585.77407617E-06
-24.60938E-09,+26.94560750388E-03,+679.91633841E-06
-24.53125E-09,+25.52301331889E-03,+679.91633841E-06
-24.45313E-09,+23.34728103597E-03,+617.15483025E-06
-24.37500E-09,+20.41841065511E-03,+470.71131121E-06
-24.29688E-09,+16.82008418720E-03,+261.50628401E-06
-24.21875E-09,+12.76150665944E-03,+31.38075408E-06
-24.14063E-09,+8.45188309904E-03,-177.82427312E-06
-24.06250E-09,+3.68200847879E-03,-292.88703809E-06
-23.98438E-09,-962.34312514E-06,-292.88703809E-06
-23.90625E-09,-5.52301271819E-03,-219.66527856E-06
-23.82813E-09,-9.91631828947E-03,-135.98326768E-06
-23.75000E-09,-13.80753179546E-03,-104.60251360E-06
-23.67188E-09,-17.40585826337E-03,-125.52301632E-06
-23.59375E-09,-20.50209266599E-03,-188.28452448E-06
-23.51563E-09,-23.13807600876E-03,-313.80754081E-06
-23.43750E-09,-25.27196728624E-03,-512.55231665E-06
-23.35938E-09,-26.90376649844E-03,-774.05860065E-06
-23.28125E-09,-27.99163263990E-03,-1.07740589010E-03
-23.20313E-09,-28.49372470519E-03,-1.34937242547E-03
-23.12500E-09,-28.49372470519E-03,-1.54811720131E-03
-23.04688E-09,-27.94979163446E-03,-1.63179921219E-03
-22.96875E-09,-26.90376649844E-03,-1.57949795539E-03
-22.89063E-09,-25.23012628080E-03,-1.45397493907E-03
-22.81250E-09,-22.80334796524E-03,-1.27615066594E-03
-22.73438E-09,-19.58159054630E-03,-1.07740589010E-03
-22.65625E-09,-15.77405905118E-03,-889.12136562E-06
-22.57813E-09,-11.42259448534E-03,-711.29709249E-06
-22.50000E-09,-6.77824288141E-03,-543.93307073E-06
-22.42188E-09,-2.21757328836E-03,-470.71131121E-06
-22.34375E-09,+2.21757328836E-03,-460.25105985E-06
-22.26563E-09,+6.65271986509E-03,-564.85357345E-06
-22.18750E-09,+10.92050242005E-03,-700.83684113E-06
-22.10938E-09,+14.89539793692E-03,-742.67784657E-06
-22.03125E-09,+18.28451937763E-03,-690.37658977E-06
-21.95313E-09,+21.17154875304E-03,-512.55231665E-06
-21.87500E-09,+23.59832706861E-03,-303.34728945E-06
-21.79688E-09,+25.52301331889E-03,-94.14226224E-06
