x-axis,1,2
second,Volt,Volt
-25.00000E-09,+24.85355723184E-03,+5.35564869642E-03
-24.92188E-09,+26.44351543859E-03,+5.89958176715E-03
-24.84375E-09,+27.44769956917E-03,+6.23430981068E-03
-24.76563E-09,+27.86610962357E-03,+6.35983282700E-03
-24.68750E-09,+27.57322258549E-03,+6.23430981068E-03
-24.60938E-09,+26.56903845491E-03,+5.89958176715E-03
-24.53125E-09,+24.85355723184E-03,+5.35564869642E-03
-24.45313E-09,+22.38493791083E-03,+4.56066959305E-03
-24.37500E-09,+19.28870350821E-03,+3.64016747335E-03
-24.29688E-09,+15.73221804574E-03,+2.55230133189E-03
-24.21875E-09,+11.84100453975E-03,+1.50627619587E-03
-24.14063E-09,+7.65690399567E-03,+585.77407617E-06
-24.06250E-09,+3.17991641350E-03,-209.20502720E-06
-23.98438E-09,-1.21338915778E-03,-878.66111426E-06
-23.90625E-09,-5.48117171274E-03,-1.42259418499E-03
-23.82813E-09,-9.79079527315E-03,-2.00836826116E-03
-23.75000E-09,-13.64016777370E-03,-2.71966535365E-03
-23.67188E-09,-17.15481223073E-03,-3.47280345159E-03
-23.59375E-09,-20.25104663335E-03,-4.35146456584E-03
-23.51563E-09,-22.97071198700E-03,-5.23012568010E-03
-23.43750E-09,-25.18828527536E-03,-6.02510478348E-03
-23.35938E-09,-26.86192549299E-03,-6.65271986509E-03
-23.28125E-09,-27.99163263990E-03,-7.11297092494E-03
-23.20313E-09,-28.53556571063E-03,-7.36401695758E-03
-23.12500E-09,-28.45188369975E-03,-7.36401695758E-03
-23.04688E-09,-27.74058660725E-03,-7.11297092494E-03
-22.96875E-09,-26.40167443315E-03,-6.61087885965E-03
-22.89063E-09,-24.39330617199E-03,-5.85774076171E-03
-22.81250E-09,-21.67364081834E-03,-4.93723864201E-03
-22.73438E-09,-18.36820138851E-03,-3.89121350599E-03
-22.65625E-09,-14.64435190428E-03,-2.84518836997E-03
-22.57813E-09,-10.54393337108E-03,-1.88284524484E-03
-22.50000E-09,-6.19246880524E-03,-1.04602513602E-03
-22.42188E-09,-1.84100423940E-03,-376.56904897E-06
-22.34375E-09,+2.42677831557E-03,+209.20502720E-06
-22.26563E-09,+6.73640187597E-03,+794.97910338E-06
-22.18750E-09,+10.83682040917E-03,+1.42259418499E-03
-22.10938E-09,+14.60251089884E-03,+2.21757328836E-03
-22.03125E-09,+17.99163233954E-03,+3.09623440262E-03
-21.95313E-09,+20.92050272040E-03,+4.05857752776E-03
-21.87500E-09,+23.43096304685E-03,+4.89539763657E-03
