x-axis,1,2
second,Volt,Volt
-25.00000E-09,+13.09623470297E-03,+25.94142337330E-03
-24.92188E-09,+13.72384978458E-03,+26.61087946035E-03
-24.84375E-09,+13.89121380635E-03,+26.35983342770E-03
-24.76563E-09,+13.68200877914E-03,+25.27196728624E-03
-24.68750E-09,+13.05439369753E-03,+23.30544003053E-03
-24.60938E-09,+12.21757358871E-03,+20.79497970408E-03
-24.53125E-09,+11.17154845269E-03,+18.03347334499E-03
-24.45313E-09,+9.87447728403E-03,+15.06276195869E-03
-24.37500E-09,+8.32636008272E-03,+11.79916353431E-03
-24.29688E-09,+6.73640187597E-03,+8.28451907728E-03
-24.21875E-09,+5.02092065290E-03,+4.51882858761E-03
-24.14063E-09,+3.17991641350E-03,+711.29709249E-06
-24.06250E-09,+1.25523016322E-03,-3.05439339718E-03
-23.98438E-09,-669.45608705E-06,-6.98744790861E-03
-23.90625E-09,-2.67782434821E-03,-10.71129739284E-03
-23.82813E-09,-4.81171562569E-03,-14.10041883355E-03
-23.75000E-09,-7.11297092494E-03,-17.28033524705E-03
-23.67188E-09,-9.37238521874E-03,-20.33472864423E-03
-23.59375E-09,-11.29707146902E-03,-22.97071198700E-03
-23.51563E-09,-12.80334766489E-03,-25.10460326448E-03
-23.43750E-09,-13.84937280091E-03,-26.56903845491E-03
-23.35938E-09,-14.47698788252E-03,-27.23849454196E-03
-23.28125E-09,-14.72803391516E-03,-27.07113052020E-03
-23.20313E-09,-14.72803391516E-03,-26.10878739506E-03
-23.12500E-09,-14.35146486620E-03,-24.60251119919E-03
-23.04688E-09,-13.72384978458E-03,-22.67782494891E-03
-22.96875E-09,-12.80334766489E-03,-20.41841065511E-03
-22.89063E-09,-11.58995850710E-03,-17.69874530146E-03
-22.81250E-09,-10.08368231123E-03,-14.47698788252E-03
-22.73438E-09,-8.41004209360E-03,-10.92050242005E-03
-22.65625E-09,-6.65271986509E-03,-7.15481193038E-03
-22.57813E-09,-4.93723864202E-03,-3.26359842438E-03
-22.50000E-09,-3.22175741894E-03,+418.41005441E-06
-22.42188E-09,-1.33891217411E-03,+4.05857752776E-03
-22.34375E-09,+711.29709249E-06,+7.82426801743E-03
-22.26563E-09,+3.05439339718E-03,+11.58995850710E-03
-22.18750E-09,+5.48117171274E-03,+15.31380799133E-03
-22.10938E-09,+7.78242701199E-03,+18.74477043748E-03
-22.03125E-09,+9.70711326227E-03,+21.50627679657E-03
-21.95313E-09,+11.25523046358E-03,+23.64016807405E-03
-21.87500E-09,+12.46861962136E-03,+25.18828527536E-03
